ItemNumber,UPC,GTIN,Category,Brand,Name,Varietal,BlendDetails,Vintage,WineType,BarrelAged,Age,Proof,Style,Country,SubRegion,BottleSize,BottleUOM,Closure,BottleMaterial,BottleHeight,BottleWidth,BottleDepth,BottleWeight,BottlesPerCase,VolumeCaseLiters,CaseWidth,CaseDepth,CaseHeight,CaseWeight,CaseCube,Ti,Hi,CasesPerPallet,CasesProduced,Vinification,Kosher,Mevushal,KosherCertifyingAgency,GlutenFree,Vegan,TastingNote,FoodPairing,WinemakersDistillers,ProductionProcess,SoilType,Topography,AgingProcess,ABVProof,pH,Acidity,ResidualSugarGL,Brix,Awards,Reviews,Rating
23241,087752021439,10087752021436,Imports Under,Elvi,VINA ENCINA RED 750ML,Tempranillo,Tempranillo,2019,Red,No,,,Dry,Spain,Jucar,750,ML,Cork,Glass,0,0,0,0,12,9,9,11.8,13.1,32.65,0.81,15,5,75,1500,Pre-fermentation with cold maceration to increase the dissolution of the compounds for maximum extraction of color. Alcoholic fermentation takes 10 days at a controlled temperature of  19Â°C with a maceration of 8 more days. Slow daily movements of the wine in order to be less aggressive allowing creation of  wine volume.  ,Kosher For Passover,Yes,OU; Rabbi Katz of Charedim Israel; Federation of Synagogues (London),No,No,"Easy drinking Tempranillo with notes of spices, blackberries, cherries and coffee beans.",,Anne AletÃ ,0,The deepest chalky argillaceous lands are covered with stones or pebbles.,Dry and continental with very cold winters and very warm summers. The main quality factor of the zone is the thermal differences between the day and the night that is registered during the period of maturation of the grape and allows that process to develop slowly.,,14.00,4.08,4.75,2.23,0,,,
41240,087752017692,10087752017699,Imports Under,French Selections,COTES DU RHONE 750 ML,,Grenache/Syrah,,Red,No,,,Dry,France,,750,ML,Natural Cork,Glass,11.6,3.1,3.1,2.75,12,9,10.3,15.2,9.8,33.95,0.89,10,6,50,1500,"Crushing, pressing, flotation, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,Yes,OU; Rabbinate of Paris,No,No,,"All kinds of red Meats, barbecue, spicy food, mexican food, indian.",,0,,,,14.00,,,,0,,,
23220,087752014318,10087752014315,Imports Under,Elvi,HERENZA CRIANZA ELVI WINES 750ML,Tempranillo,Tempranillo,2018,Red,No,,,Dry,Spain,Rioja,750,ML,Cork,Glass,0,0,0,0,12,9,9.3,12.4,12.3,31.4,0.82,15,5,75,600,"Harvest at October 18th. After a field manual selection, the grapes were stripped and pressed, going through a peristaltic pump to 15.000 kg tanks. Controlled fermentation at 26 ÂºC. Taken from the cask after 14 days of maceration and discarding the wine from the press. Aged 18 months in new and  2 years old oak barrels (70%) American and (30%) French. Bottled in August 2018. ",Kosher For Passover,No,OU; Rabbi Katz of Charedim Israel; Federation of Synagogues (London),No,No,"This wine has a dark cherry color. It also has very intense aromas of ripe red fruit and creamy oak, spices, and cocoa.",,Anne AletÃ ,0,Clay-ferrous soils.,"We can find a combination of Atlantic and Mediterranean climate, with a strong influence the last one as we penetrate into the territory from west to east, evolving toward a driest and hottest climate. The annual average precipitation is around 400 mm.",Aged 18 months in new and  2 years old oak barrels (70%) American and (30%) French,14.00,,5.7,1.5,0,,,
40423,087752010068,10087752010065,Imports Under,French Selections,CHATEAU FOURCAS DUPRE 750 ML,,,2018,Red,No,,,Dry,France,Bordeaux,750,ML,,Glass,0,0,0,0,12,9,13,19.6,7.25,37.9,1.07,0,0,49,,,Kosher For Passover,No,OU; Rabbi Seckbach,No,No,"Rich, with voluptuous tannins and generous fruit flavors.",,,0,,,,13.00,,,,0,,,
40490,087752012352,10087752012359,Imports Under,French Selections,CHATEAU TOUR SERAN MEDOC 750 ML,,,2019,Red,No,,,Dry,France,Bordeaux,750,ML,,Glass,0,0,0,0,12,9,12,18.7,6.4,34,0.83,7,8,56,,,Kosher For Passover,Yes,OU; Rabbinate of Paris,No,No,Supple tannin along with sweet creme de cassis aromas and flavors intermixed with notions of smoke and cedar.,,,0,,,,14.00,,,,0,,,
23264,087752012987,10087752012984,Imports Under,Elvi,SANGRIA SINTONIA RED ELVI WINES 750ML,Tempranillo,Tempranillo,,Red,No,,,Sweet,Spain,Spain,750,ML,Screw Cap,Glass,12,3.15,3.15,0,12,9,9.84,12.9,12,33,0.8,15,5,70,2000,"The base wine is made from Tempranillo grapes (wine from ViÃ±a Encina wine, Gold Medal). Harvest during Sept. Fermented at 22 Â° C, with subsequent racking and fining treatments. Tartaric stabilization by
cooling at T =- 5 Â° C.

The sangria is made by mixing the base wine, water and 100% natural extracts. After polishing filtration, pasteurization at 93 Â° C, microfiltration and bottled at hot temperature at 65 Â°C.",Kosher,Yes,OU; Rabbi Katz of Charedim Israel; Federation of Synagogues (London),No,No,"Light, sweet and fruity, with a pleasant berry finish.",,Anne AletÃ ,0,The deepest chalky argillaceous lands are covered with stones or pebbles.,Dry and continental with very cold winters and very warm summers. The main quality factor of the zone is the thermal differences between the day and the night that is registered during the period of maturation of the grape and allows that process to develop slowly.,,7.00,3.22,5.09,23,0,,,
36870,087752019030,10087752019037,Imports Under,Matar,CUMULUS MATAR 750 ML,,Cabernet Sauvignon-Merlot-Cabernet Franc,2019,Red,No,,,Dry,Israel,Galilee,750,ML,Natural Cork,Glass,2.8,2.8,13,3.25,12,9,13,18.7,6.8,41.35,0.96,7,8,70,2333,"Crush, fermentation under controlled temperature  in stainless steel tanks, press, rack, aging in barrels.",Kosher For Passover,No,OK,No,No,A soft texture coupled with a distinct minty flavor and a hint of light spice.,,Tal Pelter,0,Volcanic and tera rosa soil,"Meaditrian climate, high altitud, cold nights, cold winter, dry summer with cool nights.",14 months french oak,14.50,3.5,,,0,,,
23730,087752011522,10087752011529,Imports Under,Capcanes,PETITA CAPCANES 750 ML,,45% Grenache Noir/20% Tempranillo/20% Merlot/15% Syrah,2020,Red,No,,,Dry,Spain,Montsant,750,ML,Cork,Glass,11.81,2.75,2.75,0,12,9,9.64,12.6,12.59,31.3,0.86,0,0,70,3000,"Temperature controlled fermentation (26-28ÂºC; indigenous yeast). All varieties were vinified together, maceration time: 10 days. Malo-lactic fermentation in tank, â€žsur lieâ€œ in tank for 5 months. Cold stabilized, not fined and only slightly filtered.",Kosher For Passover,No,OU; Rabbi Katz of Charedim Israel,No,No,"Medium ruby with hints of violet fresh, seductive aromas of red berries and cherry; loads of red fruit in taste.","Lamb, entrecote, game (partridge, quail, rabbit); pizza, pasta; stews, casseroles, vegetable (mussaka, ratatouille), and cheese.",Anna Rovira,0,"Limestone , Sand, Clay, and Slate.",Mediterranean- Continental,"85% of this wine has been steanless steel tank aged, 15% of it is barrel aged for 10 months. After blending aged for 2 months in tank before bottling.",14.50,3.5,5,0.5,0,,,
23734,087752016619,10087752016616,Imports Under,Capcanes,PETITA CAPCANES MEVUSHAL 750 ML,,45% Grenache Noir/20% Tempranillo/20% Merlot/15% Syrah,2020,Red,No,,,Dry,Spain,Montsant,750,ML,Cork,Glass,11.81,2.75,2.75,0,12,9,9.64,12.59,12.59,31.3,0.82,14,5,70,800,"Temperature controlled fermentation (26-28ÂºC; indigenous yeast). All varieties were vinified together, maceration time: 10 days. Malo-lactic fermentation in tank, â€žsur lieâ€œ in tank for 5 months. Cold stabilized, not fined and only slightly filtered.",Kosher For Passover,No,OU; Rabbi Katz of Charedim Israel,No,No,"Medium ruby with hints of violet fresh, seductive aromas of red berries and cherry; loads of red fruit in taste.","Lamb, entrecote, game (partridge, quail, rabbit); pizza, pasta; stews, casseroles, vegetable (mussaka, ratatouille), and cheese.",Anna Rovira,0,"Limestone , Sand, Clay, and Slate.",Mediterranean- Continental,"85% of this wine has been steanless steel tank aged, 15% of it is barrel aged for 10 months. After blending aged for 2 months in tank before bottling.",14.50,3.5,5,0.5,0,,,
10141,087752001837,10087752001834,Wines Under,Kedem Wines,TOKAY 1.5 LIT,Tokay,,,White,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.4,13.7,11.4,32.7,0.85,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,11.50,,,,0,,,
10900,087752003831,10087752003838,Sparkling,Baron Herzog,CHAMPAGNE BARON HERZOG 750 ML,,,,Sparkling,No,,,Dry,USA,New York,750,ML,,Glass,0,0,0,0,12,9,10.5,13.75,12.75,43,1.07,14,4,56,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Bright yellow in color. Aromas of ripe quince and pears. Light to medium-bodied, light mousse and slightly off-dry, with more flavors of quince, kiwi and pears. Medium-low acidity with a moderate finish.",,,0,,,,12.00,,,,0,,,
10151,087752001813,10087752001810,Wines Under,Kedem Wines,SAUTERNE 1.5 LIT,,,,White,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.5,14.3,11.5,31.75,0.9,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,12.00,,,,0,,,
14240,087752021682,14240,Wines Under,Herzog,CABERNET SAUV RUTHERFORD HERZOG 750 ML/6,Cabernet Sauvignon,,2018,Red,No,,,Dry,USA,California,750,ML,Natural Cork,Glass,13,2.75,2.75,3.15,6,4.5,14.3,23,4.6,26.6,0.88,5,10,50,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Ripe, concentrated with notes of black cherry, currants and blueberries with an herbaceous and rich finish.",,,0,,,,14.00,,,,0,,,
35180,087752016282,10087752016289,Imports Under,Shiloh,LEGEND HONI SHILOH 750 ML,,Cabernet Sauvignon/Cabernet Franc/Malbec,2018,Red,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,11.61,3.03,3.03,2.95,12,9,10.03,11.81,13.18,35.7,1.06,0,0,70,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,,,Amichai Lourie,0,,,,15.00,3.6,6.02,3.2,0,,,
10771,087752019825,10087752019822,Wines Over,Kedem Wines,MARSALA M SERIES 1.5 LIT,,,,Red,No,,,Semi Dry,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.6,13.7,11.6,32.1,0.88,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,17.00,,,,0,,,
40690,087752022757,10087752022754,Imports Under,French Selections,CHATEAU FAYAT 750 ML,,,2015,Red,No,,,Dry,France,"Pomerol, Bordeaux",750,ML,,Glass,0,0,0,0,12,9,12.7,19.6,7.5,39.35,1.08,7,8,56,,,Kosher For Passover,No,OU; Rabbi Rottenberg,No,No,"Medium to full-bodied, ripe red cherries, red currants, strawberries, great purity of fruit, seductive with fresh, elegant fruit, medium-plus acidity with powdery tannins and notes of bark on the very long and silky finish.",,,0,,,,14.00,,,,0,,,
10280,087752003800,10087752003807,Wines Under,Kedem Wines,CREAM NIAGARA 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,12.3,11.8,33.25,0.76,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,9.00,,,,0,,,
10241,087752002483,10087752002480,Wines Under,Kedem Wines,CREAM RED CONCORD 1.5 LIT,Concord,,,Red,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.2,14.3,11.5,32.75,0.88,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,9.00,,,,0,,,
10918,087752002667,10087752002664,Sparkling,Kedem Wines,WHITE CHAMPAGNE NYS 187 ML/24,,,,White,No,,,Dry,USA,New York,187,ML,Synthetic Cork,Glass,0,0,0,0,24,4.5,9.1,13.6,8.3,25.4,0.59,15,4,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,12.00,,,,0,,,
10290,087752006894,10087752006891,Wines Under,Kedem Wines,CONCORD KAL 750 ML,Concord,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.3,12.4,11.5,32.3,0.77,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,3.50,,,,0,,,
26410,087752001141,10087752001148,Imports Sparklng,Bartenura Wines,ASTI BARTENURA 750 ML,Moscato,,,Sparkling,No,,,Sparkling Sweet,Italy,Asti,750,ML,Natural Cork,Glass,0,0,0,0,12,9,10.2,14.1,12.3,39.15,1.02,11,5,55,,,Kosher For Passover,Yes,OU; Rabbi Garelik; Rabbi Weissmandl,No,No,A light semi-sweet sparkling wine that is a consistent crowd pleaser.,,,0,,,,7.00,,,,0,,,
16390,087752015193,10087752015190,Wines Under,Weinstock,ZINFANDEL CELLAR SELECT 750 ML,,,2012,,No,,,,,,750,ML,Natural Cork,,0,0,0,0,12,9,10,12.75,12.75,37,0.94,0,0,70,,,,Yes,,No,No,,,,,,,,13.50,,,,,,,
16820,087752011997,10087752011994,Wines Under,Weinstock,WHITE BY W,,,2019,White,No,,,Sweet,USA,California,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.3,12.4,12,35.35,0.8,0,0,60,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,Semi sweet white wine with aromas of tropical fruits including pineapple and guava with bright acidity.,,,0,,,,12.00,,,,0,,,
26480,087752013854,10087752013851,Imports Sparklng,Bartenura Wines,ROSE MOSCATO BARTENURA 750 ML,Moscato,,,Sparkling,No,,,Sweet,Italy,Asti,750,ML,Natural Cork,Glass,12.2,3.5,3.5,3.55,12,9,11,14.75,13.15,44.75,1.16,11,5,55,,,Kosher For Passover,Yes,OU; Rabbi Garelik; Rabbi Weissmandl,No,No,"Light Rose color, with a delicate fragrance and sweet taste.",,,0,,,,7.50,,,,0,,,
26680,087752014295,10087752014292,Imports Under,Bartenura Wines,ROSSO DI MONTEPULCIANO OVADIA ESTATES 750 ML,,,2019,,No,,,,,,750,ML,Natural Cork,,12.5,2.75,2.75,2.9,12,9,9.1,12.6,12.6,35.95,0.84,14,5,70,,,,Yes,,No,No,,,,,,,,13.50,,,,,,,
16011,087752015346,10087752015343,Wines Under,Weinstock,CABERNET SAUV WEINSTOCK 1.5 LIT,Cabernet Sauvignon,,2019,Red,No,,,Dry,USA,California,1.50,L,Natural Cork,Glass,0,0,0,0,6,9,8.6,12.7,13.3,31.15,0.84,0,0,60,,,Kosher For Passover,No,OU; Rabbi Weinberger; Rabbi Teichman,No,No,,,,0,,,,13.50,,,,0,,,
16010,087752015001,10087752015008,Wines Under,Weinstock,CABERNET SAUV WEINSTOCK 750 ML,Cabernet Sauvignon,,2019,Red,No,,,Dry,USA,California,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.5,12,12.3,35.3,0.81,15,4,60,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Deep purple and medium-bodied with notes of balckberries, currants and toasty oak with freshly cured tobacco on the finish.",,,0,,,,13.50,,,,0,,,
26170,087752006238,10087752006235,Imports Under,Bartenura Wines,MALVASIA BARTENURA 750 ML,Malvasia,,2020,Sparkling,No,,,Sweet,Italy,Piedmonte,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9,12.1,13.1,37.6,0.83,16,5,70,,,Kosher For Passover,Yes,OU; Rabbi Garelik; Rabbi Weissmandl,No,No,"Dark cherry, plum and cassis flavors, with rich cinnamon, herb and coffee notes.",,,0,,,,5.00,,,,0,,,
26050,087752003435,10087752003432,Imports Under,Bartenura Wines,PINOT GRIGIO BARTENURA 750 ML,Pinot Grigio,,2020,White,No,,,Dry,Italy,Pavia,750,ML,Natural Cork,Glass,0,0,0,0,12,9,8.9,12.5,13,34.3,0.84,16,5,70,,,Kosher For Passover,Yes,OU; Rabbi Garelik; Rabbi Weissmandl,No,No,"Well-balanced, dry with pear and honeysuckle flavors and a fresh clean finish.",,,0,,,,11.50,,,,0,,,
27301,087752006474,10087752006471,Imports Under,Joyvin,JOYVIN RED RASHI 750 ML,,,,Red,No,,,Sweet,USA,California,750,ML,,Glass,0,0,0,0,12,9,9.3,12.5,13.7,35.55,0.92,14,5,70,,,Kosher For Passover,Yes,OU; Rabbi Garelik; Rabbi Belinov,No,No,"Semi sweet, slightly effervescent, with citrus and melon",,,0,,,,5.50,,,,0,,,
27302,087752006481,10087752006488,Imports Under,Joyvin,JOYVIN WHITE RASHI 750 ML,,,,White,No,,,Sweet,USA,California,750,ML,,Glass,0,0,0,0,12,9,9.5,12.6,13.7,35.55,0.95,14,5,70,,,Kosher For Passover,Yes,OU; Rabbi Garelik; Rabbi Belinov,No,No,"Delightfully fresh, semi sweet, and slightly effervescent.",,,0,,,,5.50,,,,0,,,
10311,087752005903,10087752005900,Wines Under,Kedem Wines,BLUSH CONCORD 1.5 LIT,Concord,,,Rose,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.1,14.1,11.7,32.55,0.87,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,7.00,,,,0,,,
10710,087752001257,10087752001254,Wines Under,Kedem Wines,BURGUNDY ROYALE 750 ML,,,,Red,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,12.4,11.7,32.1,0.76,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,12.00,,,,0,,,
10803,087752001592,10087752001599,Wines Over,Kedem Wines,DRY VERMOUTH 750 ML,,,,White,No,,,Dry,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.3,12.4,11.6,32.15,0.77,0,0,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,18.00,,,,0,,,
10804,087752001608,10087752001605,Wines Over,Kedem Wines,SWEET VERMOUTH 750 ML,,,,White,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.3,12.4,11.6,32.15,0.77,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,17.00,,,,0,,,
10211,087752001790,10087752001797,Wines Under,Kedem Wines,CONCORD NATURAL 1.5 LIT,Concord,,,Red,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.5,14.2,11.5,32.5,0.9,0,0,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,11.50,,,,0,,,
10220,087752001318,10087752001315,Wines Under,Kedem Wines,CREAM WHITE CONCORD 750 ML,Concord,,,White,No,,,Sweet,USA,New York,750,ML,,Glass,0,0,0,0,12,9,9.1,11.6,11.7,33.2,0.71,15,5,75,,,Kosher For Passover,Yes,OU; Tzelem Rav,No,No,,,,0,,,,11.50,,,,0,,,
12130,087752004234,10087752004231,Wines Under,Kesser,EMINENT DRY WINE 750 ML,,,,Red,No,,,Semi Dry,USA,New York,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.2,12.5,11.7,31.7,0.78,15,5,75,,,Kosher For Passover,Yes,OK; Lubavitch Beis Din; Rabbi Weinberger,No,No,"Semi-dry table wine, produced from French hybrid grapes.",,,0,,,,7.00,,,,0,,,
10121,087752001738,10087752001735,Wines Under,Kedem Wines,CONCORD GRAPE 1.5 LIT,Concord,,,Red,No,,,Sweet,USA,New York,1.50,L,,Glass,0,0,0,0,6,9,9.5,14.2,11.3,33.2,0.88,13,5,65,,,Kosher For Passover,No,OU; Tzelem Rav,No,No,,,,0,,,,11.50,,,,0,,,
35125,087752022078,10087752022075,Imports Under,Shiloh,SAUVIGNON BLANC SHILOH 750 ML,Sauvignon Blanc,,2020,White,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,0,0,0,0,12,9,9.4,12.4,12.3,34.65,0.83,0,0,70,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,"Light gold, with delightful aromatic blend of ripe citrus fruits, pineapple and grass. Sharp taste, long and well-balanced with pleasent acidity balanced by fruit. Exceptional and prominent herbality with an elegant and bracing fruit and citrus flavors.",,Amichai Lourie,0,,,,13.20,3.42,5.64,1.3,0,,,
35185,087752012123,10087752012120,Imports Under,Shiloh,ROSE SHILOH 750 ML,,Cabernet Franc/Barbera,2020,Rose,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,11.65,3.15,3.15,2.95,12,9,10.25,13.5,12.25,37.5,0.98,0,0,70,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,,,Amichai Lourie,0,,,,13.30,3.45,6.92,0.98,0,,,
36590,081452455068,1021001313,Imports Under,Carmel Wines,EMERALD RIESLING/CHENIN SELECTED 750 ML,,Emerald Riesling/Chenin Blanc,2020,White,No,,,Semi Dry,Israel,Shomron,750,ML,Natural Cork,Glass,0,0,0,0,12,9,8.8,11.5,12.3,36.25,0.72,16,5,80,,"Crushing, pressing, cold settling, fermentation under controlled temperature, ageing in stainless steel tanks.",Kosher For Passover,Yes,OU; Chug Chasam Sofer (Bnei Brak),No,No,"Semi sweet, tropical fruity flavors, and a cool, clean finish.",,Iftah Perets,0,,,Bottle aged,10.50,3.56,5,11,0,,,
35152,087752012109,10087752012106,Imports Under,Shiloh,MOSAIC MEVUSHAL SHILOH 12/750 ML,,Merlot/Cabernet Sauvignon/Cabernet Franc/Petit Verdot,2018,Red,No,,,Dry,Israel,Judean Hills,750,ML,Cork,Glass,0,0,0,0,12,9,9.3,12,13.4,40,0.87,0,0,75,,,Kosher For Passover,Yes,OK; Chug Chasam Sofer (Bnei Brak),No,No,"Deep, almost impenetrable garnet with purple reflections. Generous but not-overpowering spicy wood/gently mouth-coating tannins",,Amichai Lourie,0,,,18 months in French oak barrels,14.80,3.57,6.27,4.7,0,,,
14275,087752021620,10087752021627,Wines Under,Herzog,PETITE SIRAH BAROQUE S/R HERZOG 750 ML,Petite Syrah,,2016,Red,No,,,Dry,USA,California,750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.6,12.8,12.8,37.75,0.91,15,4,60,,,Kosher For Passover,No,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Opens with an exquisite bouquet of violet, spice and blackberry. On the palate, rich layers of blueberry join notes of coffee and white pepper with elegant tannins on a lasting finish.",,,0,,,,14.00,,,,0,,,
12120,087752004159,10087752004156,Wines Under,Kesser,CONCORD GRAPE KESSER 750 ML,Concord,,,Red,No,,,Sweet,USA,New York,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.6,12,11.7,31.6,0.78,0,0,75,,,Kosher For Passover,Yes,OK; Lubavitch Beis Din; Rabbi Weinberger,No,No,,,,0,,,,7.00,,,,0,,,
12160,087752004180,10087752004187,Wines Under,Kesser,SEVEN SEVENTY 750 ML,,,,Red,No,,,Semi Sweet,USA,New York,750,ML,Screw Cap,Glass,0,0,0,0,12,9,9.1,12.7,11.6,31.9,0.78,15,5,75,,,Kosher For Passover,Yes,OK; Lubavitch Beis Din; Rabbi Weinberger,No,No,"Semi-sweet, with a full flavored fruity finish.",,,0,,,,9.00,,,,0,,,
42580,087752013472,10087752013479,Imports Sparklng,Drappier,DRAPPIER CARTE D'OR BRUT CHAMPAGNE,,,,Sparkling,No,,,Dry,France,Champagne,750,ML,,Glass,0,0,0,0,12,9,12.8,19.9,7.6,44.25,1.12,6,5,50,,,Kosher For Passover,Yes,OU; Rabbi Seckbach,No,No,"This is the best known champagne of the House. 80% Pinot Noir, 15% Chardonnay, 5% Pinot Meunier It expresses all the aromas of the famous red grape with white juice. It is sought after not only for its structure but also for its very characteristic fine notes of red fruits embellished with spicy notes",,,0,,,,12.00,,,,0,,,
19750,087752014547,10087752014544,Wines Under,Pacifica,PINOT NOIR PACIFICA 750 ML,Pinot Noir,,2019,Red,No,,,Dry,USA,Oregon,750,ML,Natural Cork,Glass,0,0,0,0,12,9,10.9,14.4,12.1,38.65,1.1,0,0,52,,,Kosher For Passover,No,OU; Rabbi Fisher; Vaad of Oregon,No,No,"Ripe berry fruit with hints of black cherry, along with minerally and earthy overtones. Quite long in length and depth.",,,0,,,,13.00,,,,0,,,
19780,087752019320,10087752019327,Wines Under,Pacifica,ROSE PACIFICA 750 ML,,,2020,Rose,No,,,Dry,USA,"Columbia Gorge, Washington",750,ML,Natural Cork,Glass,0,0,0,0,12,9,9.8,13.1,12.3,34.2,0.91,0,0,56,,,Kosher For Passover,No,OU; Rabbi Fisher; Vaad of Oregon,No,No,"Light pink color with off dry aromas of red berries, citrus with crisp acidity and a refreshing finish.",,,0,,,,13.50,,,,0,,,
14745,087752023945,10087752023942,Wines Under,Herzog,SAUVIGNON BLANC LINEAGE HERZOG 750 ML,Sauvignon Blanc,,2020,White,No,,,Dry,USA,California,750,ML,,Glass,0,0,0,0,12,9,9.5,12.9,12.3,36,0.87,15,4,60,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Redolent of freshly cut limes, roasted pineapple and honeysuckle, the Herzog Lineage Musque Clone Sauvignon Blanc of Lake County complements dishes of fresh herb and delicate fish, with its citrusy nose and creamy mouthfeel.",,,0,,,,14.00,,,,0,,,
14735,087752023938,10087752023935,Wines Under,Herzog,ROSE LINEAGE HERZOG 750 ML,,,2020,Rose,No,,,Dry,USA,California,750,ML,Natural Cork,Glass,12.31,2.89,2.89,1.3,12,9,9.5,12.8,12,36.2,0.84,15,4,60,,,Kosher For Passover,Yes,OU; Rabbi Weinberger; Rabbi Teichman,No,No,"Earthy, with hints of tarragon, thyme, and candied fruit on the nose. The mouth is full and delicious. Flavors include pomegranate, raspberry, and tart cherry. Enjoy with lemon herb chicken, salmon, and cheeses.",,,0,,,,13.50,,,,0,,,
30170,087752019726,10087752019723,Imports Under,Teperberg,PETITE SIRAH LEGACY TEPERBERG 750ML,Petite Syrah,,2017,Red,No,,,Dry,Israel,,750,ML,Cork,Glass,0,0,0,0,6,4.5,13.9,16,8.3,33.45,1.07,9,4,36,2200,"Destemmed, crushed, cold soaked, alcoholic fermentation in stainless steel at 28â„ƒ, extended maceration, pressed, MLF in stainless steel tank, barrel aged, bottle aged.",Kosher For Passover,No,OU; Badatz Eidah Chareidit; Machfud,No,No,"Petite Sirah Legacy is the result of careful tending of the vineyard, meticulous handling, and low, premium yields. This winea''s grapes came from a vineyard in the Ayalon Valley, and their characteristics highlight the distinctive nature and features of the Petite Sirah variety. 
The wine is matured in barrels for 18 months and in the bottle for 10 more months. Petite Sirah Legacy is a deep and powerful red wine with a strong presence. It is characterized by the aromatic balance between fruit, cherry, candied raspberry, and toasted wood. The wine has a soft, pleasant, and caressing flavor, with a rich, majestic body.",Braised meat in a rich sauce.,"Shiki Rauchberger, Olivier Fratty",0,Grumusol+ Brown Rendzina,"Plateau hills, Mediterranean climate & dry inland hills","18 months new French oak, 10 months bottle aged",14.50,3.63,6,dry,0,,,
30190,087752019733,10087752019730,Imports Under,Teperberg,CABERNET FRANC LEGACY TEPERBERG 750ML,Cabernet Franc,,2018,Red,No,,,Dry,Israel,,750,ML,Diam,Glass,0,0,0,0,6,4.5,13.9,16,8.3,33.45,1.07,0,0,36,3000,"Destemmed, crushed, cold soaked, alcoholic fermentation in stainless steel at 28â„ƒ with yeast naturally found on the grapes from the vineyard and winery, extended maceration, pressed, MLF in stainless steel tank, barrel aged, bottle aged.",Kosher For Passover,No,OU; Badatz Eidah Chareidit; Machfud,No,No,"A complex wine featuring notes of green pepper, red berries and tobacco. Medium to full-bodied and well structured with a long finish.","Duck breast, steak or rich cheeses.","Shiki Rauchberger, Olivier Fratty, Dani Friedenberg",0,Pale Rendzina,"Plateau, hills and mountainous Mediterranean climate","18 months new French oaks barrels, 6 months bottle aged",14.50,3.76,6,dry,0,,,
